"BUSLIC_ID","BUSLIC_TRADE_NAME","BUSLIC_PHONE_NUM","NAICS DESC","ADDRESS","BUSLIC_OPENDATE","BUSLIC_BUSINESS_ID","WKT"
607143,"CAFE CUGINI",2067842576,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","5306 BALLARD AVE NW, SEATTLE, WA 98107","03/01/2011",738342,"POINT (-122.383296 47.666795)"
708569,"BROWN STUDY COFFEE SPACE",2064170681,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","11003 35TH AVE NE, SEATTLE, WA 98125-6809","05/01/2017",806966,"POINT (-122.291286 47.70864)"
773311,"ALADDIN CAFE",2062617592,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1314 DENNY WAY, SEATTLE, WA 98109-5317","01/01/2022",857901,"POINT (-122.329525 47.618728)"
784592,"TOASTED",4258797293,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4756 15TH AVE NE, SEATTLE, WA 98105-4405","08/01/2023",866782,"POINT (-122.31166 47.664399)"
643987,"TOP POT DOUGHNUTS",2069958296,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","590 TERRY AVE N, SEATTLE, WA 98109-5231","09/04/2012",596258,"POINT (-122.336456 47.62424)"
659373,"O DESSERT INC",2065255052,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4727 UNIVERSITY WAY NE, SEATTLE, WA 98105-4412","08/23/2014",773185,"POINT (-122.313447 47.663825)"
684147,"MONORAIL ESPRESSO",2064424444,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","701 5TH AVE # 400A, SEATTLE, WA 98104-7103","04/01/2015",752215,"POINT (-122.33072 47.604535)"
782608,"WEST SEATTLE FOOD HALL",2069350432,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4611 36TH AVE SW, SEATTLE, WA 98126-2713","02/01/2023",865122,"POINT (-122.377911 47.561763)"
710883,"LAN HUE BAKERY",2066187218,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","900 S JACKSON ST # 212, SEATTLE, WA 98104-3058","07/01/2017",808660,"POINT (-122.320335 47.599506)"
787296,"WEBSTER STREET EATS",2065356014,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","7353 35TH AVE SW, SEATTLE, WA 98126-3225","05/10/2023",868941,"POINT (-122.37703 47.535943)"
745821,"PERENNIAL TEA ROOM",2064484054,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1910 POST ALY, SEATTLE, WA 98101-1015","04/01/2019",834939,"POINT (-122.341976 47.610214)"
643988,"TOP POT DOUGHNUTS",2064543694,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","720 3RD AVE # 100, SEATTLE, WA 98104-1825","08/07/2012",596258,"POINT (-122.332252 47.604109)"
795840,"TINY BAKES",2069477109,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","165 S MAIN ST, SEATTLE, WA 98104-2571","04/11/2024",875633,"POINT (-122.332472 47.599616)"
697074,"FRANKIE & JOS",2066506409,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1010 E UNION ST, SEATTLE, WA 98122-3825","11/01/2016",799135,"POINT (-122.318782 47.613279)"
771790,"CURRENT COFFEE LLC",2065083896,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2206 CALIFORNIA AVE SW # B, SEATTLE, WA 98116-3595","10/15/2021",856774,"POINT (-122.386111 47.583708)"
687331,"MABEL",2066017846,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","7001 24TH AVE NW, SEATTLE, WA 98117-5845","04/01/2016",792623,"POINT (-122.387788 47.679639)"
624759,"CHERRY STREET COFFEE HOUSE PIONEER SQUARE",2066215331,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","103 CHERRY ST, SEATTLE, WA 98104-2205","07/01/2012",750279,"POINT (-122.333832 47.602567)"
587182,"PORCHLIGHT COFFEE & RECORDS",2063295461,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1515 14TH AVE, SEATTLE, WA 98122","06/30/2009",725202,"POINT (-122.314405 47.614612)"
755738,"DYAM MANAGEMENT LLC",4259225116,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4511 UNIVERSITY WAY NE, SEATTLE, WA 98105-4510","03/08/2020",843164,"POINT (-122.313438 47.66167)"
765890,"MOCHINUT",6073799428,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","400 FAIRVIEW AVE N # 110, SEATTLE, WA 98109-5370","01/22/2021",851808,"POINT (-122.333902 47.622511)"
725658,"GENERAL PORPOISE DOUGHNUTS & COFFEE",2065967400,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","401 1ST AVE S, SEATTLE, WA 98104-2801","03/15/2018",820076,"POINT (-122.334614 47.599025)"
724633,"NIELSENS PASTRIES",2062823004,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","520 2ND AVE W # A, SEATTLE, WA 98119","06/23/2017",819292,"POINT (-122.35911 47.624034)"
746371,"KREMA & CO",8777387696,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2425 33RD AVE W # B, SEATTLE, WA 98199-3255","01/01/2019",835405,"POINT (-122.399918 47.640362)"
794577,"MONKEY GRIND ESPRESSO BAR",7205793211,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","518 N 85TH ST, SEATTLE, WA 98103-3721","01/01/2014",874670,"POINT (-122.351575 47.690791)"
658754,"THE FIT BAR",2062954480,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2222 CALIFORNIA AVE SW, SEATTLE, WA 98116-2112","08/01/2014",772763,"POINT (-122.385993 47.583242)"
729686,"BRUNELLO RISTORANTE",2065274778,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","7115 ROOSEVELT WAY NE, SEATTLE, WA 98115","10/01/2017",823084,"POINT (-122.317711 47.68057)"
705780,"COPPER TREE CAFE",2064025557,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2406 10TH AVE E, SEATTLE, WA 98102-4012","03/02/2017",804924,"POINT (-122.319897 47.64158)"
657498,"TOUGO",2064841487,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","860 YESLER WAY, SEATTLE, WA 98104","01/01/2014",772021,"POINT (-122.320992 47.602135)"
787350,"JUICE UP",2066048879,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","13426 GREENWOOD AVE N # 102, SEATTLE, WA 98133-7354","06/01/2023",868989,"POINT (-122.354548 47.727084)"
593955,"THE JUICY CAFE",2066826960,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","725 PIKE ST # 2ND FL, SEATTLE, WA 98101","07/01/2010",729712,"POINT (-122.332781 47.611496)"
779376,"ANCHORHEAD COFFEE",2069636237,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1115 12TH AVE, SEATTLE, WA 98122-4415","02/10/2022",862647,"POINT (-122.31711 47.612053)"
711682,"MIGHTY-O DONUTS",2065470335,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1812 BOREN AVE, SEATTLE, WA 98101-1478","08/01/2017",592005,"POINT (-122.331951 47.616979)"
760380,"CAFFE VITA & CAFFE FIORE",3027122132,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1005 E PIKE ST, SEATTLE, WA 98122-3818","01/01/2020",847042,"POINT (-122.31904 47.613863)"
769909,"CITRA",2065188306,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4730 UNIVERSITY WAY NE, SEATTLE, WA 98105-4424","08/04/2021",855333,"POINT (-122.312919 47.664102)"
662909,"CHERRY STREET COFFEE HOUSE MELROSE",2066215331,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","320 E PINE ST # 101, SEATTLE, WA 98122-1010","11/01/2014",750279,"POINT (-122.327166 47.615354)"
795761,"GREEDY KITTY LLC",4803986190,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","5000 UNIVERSITY WAY NE # C, SEATTLE, WA 98105-4987","05/01/2024",875567,"POINT (-122.312804 47.665028)"
767867,"STARBUCKS COFFEE 15407",2063188705,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","442 TERRY AVE N, SEATTLE, WA 98109-5210","04/26/2021",105444,"POINT (-122.336202 47.622959)"
785987,"COLD PLATE",2138801621,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","5240 UNIVERSITY WAY NE # B, SEATTLE, WA 98105-3537","04/21/2023",867888,"POINT (-122.312718 47.66761)"
791523,"EMME CAFE",3605728042,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","7001 ROOSEVELT WAY NE, SEATTLE, WA 98115-5547","12/08/2023",872184,"POINT (-122.317647 47.679657)"
666714,"UNWIND CAFE",2063500987,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1619 HARBOR AVE SW, SEATTLE, WA 98126","10/24/2014",778374,"POINT (-122.381452 47.58913)"
775279,"DONA QUEEN DONUTS & DELI",2066225127,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2445 4TH AVE S # 114, SEATTLE, WA 98134-1939","04/01/2022",859455,"POINT (-122.329804 47.580317)"
796817,"MIMI'S ROAST & TOAST",2063557760,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4800 DELRIDGE WAY SW, SEATTLE, WA 98106-1331","09/15/2024",876447,"POINT (-122.362676 47.559163)"
745294,"UPTOWN ESPRESSO - DELRIDGE",2063914150,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","3845 DELRIDGE WAY SW, SEATTLE, WA 98106-1133","02/01/2019",834037,"POINT (-122.363689 47.568769)"
773692,"R & B TEA",7146608106,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1100 NE 45TH ST # 100, SEATTLE, WA 98105-4684","03/15/2022",858208,"POINT (-122.316247 47.661583)"
749654,"PUFFY PANDY",2069922719,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","9828 16TH AVE SW, SEATTLE, WA 98106-2829","07/01/2019",838009,"POINT (-122.354466 47.514683)"
720544,"SUGAR BAKERY",9164022982,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","110 REPUBLICAN ST, SEATTLE, WA 98109-4534","10/21/2017",801055,"POINT (-122.354551 47.623614)"
634798,"GREENWALDS LLC",9416859700,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1410 18TH AVE, SEATTLE, WA 98122-4126","04/29/2013",756756,"POINT (-122.308691 47.613124)"
796553,"RUBINSTEIN BAGELS VIA6",2065880030,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1150 EASTLAKE AVE E, SEATTLE, WA 98109-4411","04/22/2024",851127,"POINT (-122.327765 47.629982)"
565466,"FS SEATTLE BEVERAGE LTD",4164414288,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","99 UNION ST, SEATTLE, WA 98101","09/01/2008",710167,"POINT (-122.33919 47.607415)"
797203,"ARTI PINNER",2533371805,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","212 ALASKAN WAY S # 203, SEATTLE, WA 98104-3464","06/20/2024",876743,"POINT (-122.335166 47.600385)"
118102,"STARBUCKS COFFEE  101",2066247930,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","701 5TH AVE # 1 FL, SEATTLE, WA 98104","01/01/1989",105444,"POINT (-122.33072 47.604535)"
730460,"GENERAL PORPOISE LAURELHURST",2067999890,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4520 UNION BAY PL NE, SEATTLE, WA 98105-4025","06/20/2018",820076,"POINT (-122.29342 47.662464)"
767871,"STARBUCKS COFFEE 318",2063188705,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2200 NW MARKET ST, SEATTLE, WA 98107-4024","04/26/2021",105444,"POINT (-122.385277 47.66891)"
762726,"MERAKI TEA BAR",2068586906,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4701 BROOKLYN AVE NE, SEATTLE, WA 98105-4410","07/10/2020",849036,"POINT (-122.314537 47.663281)"
690626,"COFFEEMIND",2064121883,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1907 10TH AVE W, SEATTLE, WA 98119-2821","05/23/2016",794828,"POINT (-122.370594 47.636232)"
769615,"WUNDERGROUND RETAIL CAP HILL",2067998741,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1111 E PIKE ST # 111, SEATTLE, WA 98122-3984","09/01/2021",855091,"POINT (-122.317547 47.613883)"
693987,"VENTURE COFFEE",2063341198,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","5819 24TH AVE NW, SEATTLE, WA 98107-3205","08/01/2016",797004,"POINT (-122.387875 47.671435)"
760375,"CAFFE VITA & CAFFE FIORE",2066323535,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4301 FREMONT AVE N, SEATTLE, WA 98103-7223","01/01/2020",847042,"POINT (-122.350238 47.659105)"
621323,"MOLLY MOONS HOMEMADE ICE CREAM",2063240753,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1408 34TH AVE, SEATTLE, WA 98122-3334","08/25/2011",706878,"POINT (-122.289091 47.613109)"
703245,"URBAN COFFEE HOUSE",2064200222,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1900 4TH AVE, SEATTLE, WA 98101-1107","10/16/2016",803125,"POINT (-122.338745 47.612669)"
717418,"LADYBUG ESPRESSO",2068520642,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1132 S ALBRO PL, SEATTLE, WA 98108-2718","08/01/2017",773299,"POINT (-122.31719 47.546003)"
788637,"MIGHTY MUGS LLC",2067796941,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","6720 W MARGINAL WAY SW, SEATTLE, WA 98106-1930","11/01/2021",869942,"POINT (-122.343015 47.541434)"
759960,"RABBIT RABBIT TEA",4259613039,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","518 1ST AVE N, SEATTLE, WA 98109-4522","03/01/2020",846686,"POINT (-122.355225 47.623839)"
760556,"TEA KING",2063352942,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1600 DEXTER AVE N # 202, SEATTLE, WA 98109-3079","03/01/2020",847177,"POINT (-122.342046 47.633234)"
573838,"EMPIRE ESPRESSO LLC",2066230511,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","3829 S EDMUNDS ST # A, SEATTLE, WA 98118","06/01/2009",716143,"POINT (-122.284144 47.558396)"
745289,"UPTOWN ESPRESSO BELLTOWN",2063914150,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2504 4TH AVE, SEATTLE, WA 98121-1418","02/01/2019",834037,"POINT (-122.346243 47.617064)"
745293,"UPTOWN ESPRESSO - MCGRAW",2063914150,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","3223 W MCGRAW ST, SEATTLE, WA 98199-3207","02/01/2019",834037,"POINT (-122.399397 47.639398)"
678464,"STARBUCKS COFFEE 25577",2063184994,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2011 7TH AVE # R2, SEATTLE, WA 98121-2601","09/30/2015",105444,"POINT (-122.338063 47.615081)"
576583,"ZOKA COFFEE COMPANY LLC",2062175519,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2200 N 56TH ST, SEATTLE, WA 98103","01/07/2009",717775,"POINT (-122.332659 47.668857)"
780402,"SUNRIGHT TEA STUDIO U DISTRICT",7146866606,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4545 ROOSEVELT WAY NE # 103, SEATTLE, WA 98105-4721","08/10/2022",863419,"POINT (-122.317792 47.662205)"
685029,"CAFFE LADRO",2069069334,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","400 FAIRVIEW AVE N # 101, SEATTLE, WA 98109-5370","01/18/2016",168875,"POINT (-122.333902 47.622511)"
784773,"R & B TEA DOWNTOWN SEATTLE",2063102667,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1629 6TH AVE, SEATTLE, WA 98101-1707","03/15/2023",866921,"POINT (-122.336656 47.612729)"
732515,"RAISED DOUGHNUTS",3608882453,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2301 E UNION ST # L, SEATTLE, WA 98122-2978","07/01/2018",825147,"POINT (-122.302417 47.612665)"
710736,"SWEET ALCHEMY ICE CREAMERY INC",2066320243,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4301 UNIVERSITY WAY NE, SEATTLE, WA 98105-5808","02/11/2016",808551,"POINT (-122.313495 47.659991)"
759958,"KJS KOFFEE LLC",2064197339,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","12303 15TH AVE NE, SEATTLE, WA 98125-4819","06/01/2020",846684,"POINT (-122.313124 47.717755)"
766488,"URL",8652032682,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","524 BROADWAY, SEATTLE, WA 98122-7301","02/22/2021",852360,"POINT (-122.320346 47.606725)"
622671,"STORYVILLE COFFEE COMPANY",8883233348,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","94 PIKE ST # 34, SEATTLE, WA 98101","05/15/2012",748685,"POINT (-122.340523 47.608955)"
755368,"BAMBU DESSERTS & DRINKS",2065656853,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","516 7TH AVE S, SEATTLE, WA 98104","12/01/2019",842850,"POINT (-122.323194 47.597796)"
673966,"THE BEEHIVE ESPRESSO",2064033395,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","9796  HOLMAN RD NW #, SEATTLE, WA 98117-2043","05/26/2015",783489,"POINT (-122.3625 47.701276)"
760382,"CAFFE VITA & CAFFE FIORE",2067210111,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","5028 WILSON AVE S, SEATTLE, WA 98118-2085","01/01/2020",847042,"POINT (-122.270038 47.555953)"
746568,"KREMA & CO",8777387696,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","7212 GREENWOOD AVE N, SEATTLE, WA 98103-5040","01/01/2019",835405,"POINT (-122.355056 47.681583)"
740002,"MOLLY MOON'S HOMEMADE ICE CREAM",2064197073,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4822 RAINIER AVE S, SEATTLE, WA 98118","01/01/2018",706878,"POINT (-122.28597 47.558831)"
752713,"LITTLE CONEY",8089271572,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","8003 SEAVIEW AVE NW, SEATTLE, WA 98117-6040","09/01/2019",840616,"POINT (-122.403181 47.686608)"
118106,"STARBUCKS COFFEE   314",2065456945,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2135 QUEEN ANNE AVE N, SEATTLE, WA 98119","04/29/1989",105444,"POINT (-122.35726 47.638208)"
750126,"JOE & THE JUICE",4698775976,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2118 7TH AVE, SEATTLE, WA 98121-5118","07/08/2019",838394,"POINT (-122.339019 47.616294)"
748337,"ZOES LEMONADE",2069724761,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","6025 LANHAM PL SW # 211, SEATTLE, WA 98126-2976","06/01/2019",836903,"POINT (-122.373768 47.547325)"
643985,"TOP POT DOUGHNUTS",2064543767,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1416 NW 46TH ST # 102, SEATTLE, WA 98107-4622","07/24/2012",596258,"POINT (-122.374968 47.66241)"
118094,"STARBUCKS COFFEE   301",2066247930,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1912 PIKE PL, SEATTLE, WA 98101","01/01/1989",105444,"POINT (-122.342506 47.610139)"
766162,"LEVY RESTAURANTS",3126648200,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","800 OCCIDENTAL AVE S, SEATTLE, WA 98134","08/01/2020",585947,"POINT (-122.331593 47.595438)"
793558,"LUNE CAFE",2067014080,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","107 1ST AVE S, SEATTLE, WA 98104-2501","01/01/2023",873828,"POINT (-122.334584 47.601493)"
773700,"R & B TEA",9162252802,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1629 6TH AVE, SEATTLE, WA 98101-1707","03/01/2022",858214,"POINT (-122.336656 47.612729)"
795223,"LA CA LOUNGE",2068196759,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","6015 PHINNEY AVE N # 1, SEATTLE, WA 98103-5577","04/01/2024",875120,"POINT (-122.354754 47.672872)"
796878,"THE GUILT TRIP",2066785688,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1525 13TH AVE, SEATTLE, WA 98122-3911","06/25/2024",876485,"POINT (-122.315898 47.614928)"
771828,"BLACK COFFEE NORTHWEST",2063348475,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2300 S JACKSON ST, SEATTLE, WA 98144-2369","07/01/2021",856812,"POINT (-122.301704 47.599717)"
792241,"XING FU TANG WA",2064553684,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1905 4TH AVE, SEATTLE, WA 98101-1106","01/01/2024",872720,"POINT (-122.339509 47.612157)"
752730,"THE MOO BAR",4698888228,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2124 WESTLAKE AVE, SEATTLE, WA 98121-2717","10/15/2017",840631,"POINT (-122.337991 47.617462)"
767869,"STARBUCKS COFFEE 20088",2063188705,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2617 NE 46TH ST, SEATTLE, WA 98105-5041","04/26/2021",105444,"POINT (-122.299252 47.661533)"
796151,"HEYTEA SOUTH LAKE UNION",8058864259,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","910 JOHN ST # 100, SEATTLE, WA 98109-5213","08/01/2024",875896,"POINT (-122.339391 47.620021)"
696902,"COFFEE TREE",2133005566,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","905 8TH AVE, SEATTLE, WA 98104-1220","09/15/2016",799010,"POINT (-122.328129 47.607325)"
772181,"MEETEA CAFE",2067470806,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1424 11TH AVE # F, SEATTLE, WA 98122-4272","10/01/2020",857091,"POINT (-122.31775 47.61366)"
773399,"VALENTINA'S COFFEE HOUSE",2067656868,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","5405 LEARY AVE NW # A, SEATTLE, WA 98107-4079","10/01/2020",857962,"POINT (-122.382796 47.66688)"
576571,"ZOKA COFFEE COMPANY LLC",2062175519,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2901 NE BLAKELEY # 1A, SEATTLE, WA 98105","01/07/2009",717775,"POINT (-122.297031 47.665817)"
748754,"DONUT FACTORY",4259239206,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4336 ROOSEVELT WAY NE # F, SEATTLE, WA 98105-4764","05/01/2019",837270,"POINT (-122.317422 47.660965)"
744604,"UPTOWN ESPRESSO- 5501 6TH",2063914150,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","5501 6TH AVE S # 1, SEATTLE, WA 98108-2503","02/01/2019",834037,"POINT (-122.327334 47.553022)"
798179,"MOCHINUT",6073795669,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4609 VILLAGE NE, SEATTLE, WA 98105-5030","12/21/2023",877531,"POINT (-122.299517 47.661963)"
706373,"GHOST NOTE COFFEE",7753134599,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1623 BELLEVUE AVE, SEATTLE, WA 98122-2001","02/01/2017",805289,"POINT (-122.327154 47.615933)"
717419,"LADYBUG ESPRESSO",2068520642,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","8902 14TH AVE S, SEATTLE, WA 98108-4812","08/01/2017",773299,"POINT (-122.314592 47.523597)"
783630,"AROSA CAFE",2063028077,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","3121 E MADISON ST # 101, SEATTLE, WA 98112-4238","10/01/2022",866001,"POINT (-122.291561 47.626181)"
652817,"CAFFE UMBRIA",2067625300,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","5407 BALLARD AVE NW, SEATTLE, WA 98107-4052","06/01/2014",547961,"POINT (-122.384938 47.667511)"
778091,"MEET FRESH",2068608552,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","221 5TH AVE S, SEATTLE, WA 98104-2610","09/15/2022",861631,"POINT (-122.327901 47.600383)"
793897,"SWEET YOU LLC",2068608552,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","509 BROADWAY E, SEATTLE, WA 98102-5023","04/01/2024",874098,"POINT (-122.321306 47.623496)"
601207,"REALFINE COFFEE",2068528434,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4480 FAUNTLEROY WAY SW # 200, SEATTLE, WA 98126-4436","02/03/2011",734518,"POINT (-122.37829 47.563335)"
758426,"YAN TEA LLC",4254105913,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","5210 ROOSEVELT WAY NE # A, SEATTLE, WA 98105-3634","01/01/2020",845420,"POINT (-122.317143 47.666797)"
792720,"BOBER TEA & MOCHI DOUGH",4252095668,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","605 BROADWAY E, SEATTLE, WA 98102-5025","05/01/2024",873115,"POINT (-122.321242 47.624459)"
785138,"SASSY SQUATCH COFFEE",9077381060,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4435 35TH AVE SW, SEATTLE, WA 98126-2893","03/25/2023",867243,"POINT (-122.37639 47.563492)"
769439,"BROADCAST COFFEE",2063220807,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","6515 ROOSEVELT WAY NE, SEATTLE, WA 98115-6626","04/01/2021",711990,"POINT (-122.317564 47.676295)"
792097,"LIL HOUSE OF DONUTS",4079066789,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","800 OCCIDENTAL AVE S, SEATTLE, WA 98134-1200","01/01/2024",872615,"POINT (-122.331593 47.595438)"
732766,"RED BEAN COFFEE",2065572651,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4518 UNIVERSITY WAY NE, SEATTLE, WA 98105-4530","07/02/2018",825346,"POINT (-122.312793 47.661879)"
795646,"BLACK STASH COFFEE ROASTERS",7145951579,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","9429B 18TH AVE SW, SEATTLE, WA 98106-2717","05/29/2024",875475,"POINT (-122.358418 47.518388)"
761008,"FAINTING GOAT CREAMERY INC",4252206856,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2210 N 45TH ST, SEATTLE, WA 98103-6904","03/09/2020",715374,"POINT (-122.331972 47.661536)"
531028,"WOODLAND PARK ZOO",3126648200,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","5500 PHINNEY AVE N, SEATTLE, WA 98103","03/15/2006",585947,"POINT (-122.353688 47.668532)"
567973,"SOHO COFFEE COMPANY",2063220807,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1918 E YESLER WAY # A, SEATTLE, WA 98122-5883","10/01/2008",711990,"POINT (-122.306653 47.601866)"
784115,"COMEBUYTEA",4254440100,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","824 E PIKE ST, SEATTLE, WA 98122-3815","02/01/2023",866407,"POINT (-122.321005 47.614256)"
769475,"SEATTLE CANDY COMPANY",2068670786,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2324 BONAIR PL SW # 22, SEATTLE, WA 98116-1843","09/15/2021",854971,"POINT (-122.401074 47.582667)"
596794,"KAFFEEKLATSCH",2062909229,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","12513 LAKE CITY WAY NE # H, SEATTLE, WA 98125-3464","12/01/2010",731685,"POINT (-122.295476 47.719625)"
794575,"MODERNE BAKERY",5094337251,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","165 S MAIN ST, SEATTLE, WA 98104-2571","03/17/2024",874668,"POINT (-122.332472 47.599616)"
782818,"LAVA HOOKAH LOUNGE",2065499648,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","9891 AURORA AVE N, SEATTLE, WA 98103-3224","02/01/2023",865301,"POINT (-122.345124 47.701026)"
